Case_Status,Class_Of_Admission,Decision_Date,Employer_Name,Employer_State,Job_Title,US_Economic_Sector,Wage_Offer,Wage_Offer_Unit
Certified-Expired,H-1B,10/6/2011,"REXNORD INDUSTRIES, LLC",IN,"Computer Software Engineers, Applications",Advanced Mfg,90000,Annually
Certified,H-1B,11/29/2011,"AUTOMATIC DATA PROCESSING, INC.",MI,Marketing Managers,Finance,90000,Annually
Certified-Expired,H-1B,10/7/2011,MICROSOFT CORPORATION,MA,"Computer Software Engineers, Systems Software",IT,90000,Annually
Certified,H-1B,11/9/2011,3K TECHNOLOGIES LLC,CA,Computer Systems Analysts,IT,90000,Annually
Certified-Expired,H-1B,11/1/2011,3K TECHNOLOGIES LLC,CA,Computer Systems Analysts,IT,90000,Annually
Certified-Expired,Others,10/20/2011,BLOOMBERG L.P.,NY,"Computer Software Engineers, Systems Software",Other Economic Sector,90000,Annually
Denied,H-1B,10/25/2011,"HOSSAM MAKKAR, DMD PC.",MA,"Dentists, General",Health Care,90000,Annually
Denied,F-1,10/21/2011,GIFFORD FONG ASSOCIATES,CA,Economists,Finance,90000,Annually
Denied,Others,10/28/2011,ABBOTT LABORATORIES,IL,Market Research Analysts,Advanced Mfg,90000,Annually
Certified-Expired,H-1B,10/21/2011,TEKVISTA INC,CA,Computer Programmers,Other Economic Sector,90000,Annually
Denied,H-1B,12/22/2011,A. M. CASTLE & CO.,IL,Computer Systems Analysts,Advanced Mfg,90000,Annually
Certified,H-1B,12/9/2011,"HP ENTERPRISE SERVICES, LLC",MI,"Computer Software Engineers, Applications",IT,90000,Annually
Certified,H-1B,12/8/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,"Computer and Information Scientists, Research",Advanced Mfg,90106,Annually
Withdrawn,H-1B,11/2/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,90190,Annually
Certified,H-1B,12/6/2011,"LINCOLN MANUFACTURING USA, LLC",KY,General and Operations Managers,Advanced Mfg,90230,Annually
Withdrawn,H-1B,12/8/2011,"SAPPHIRE TECHNOLOGIES, LP",MA,Computer Systems Analysts,IT,90418,Annually
Certified-Expired,H-1B,10/7/2011,"VMWARE, INC.",CA,"Computer Software Engineers, Applications",IT,90460,Annually
Certified-Expired,H-1B,10/24/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Applications",IT,90495,Annually
Certified-Expired,Others,10/18/2011,GR OVERSEAS TRADING CORP,FL,Lawyers,Finance,90646,Annually
Certified,H-1B,12/22/2011,"FLUOR ENTERPRISES, INC.",CA,Civil Engineers,Construction,90669,Annually
Certified,H-1B,12/21/2011,CGI FEDERAL INC.,VA,"Computer Software Engineers, Systems Software",IT,90709,Annually
Certified,H-1B,11/18/2011,PRICELINE.COM,CT,"Computer Software Engineers, Systems Software",Retail,90834,Annually
Denied,Others,10/7/2011,"VITAMIA PASTA BOY, INC",NJ,"Bakers, Bread and Pastry",Hospitality,90841.2,Annually
Certified-Expired,H-1B,10/25/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,90900,Annually
Certified,H-1B,12/2/2011,FAST ENTERPRISES LLC,CO,"Computer Software Engineers, Systems Software",IT,91000,Annually
Certified-Expired,H-1B,10/17/2011,"URBAN AMERICAN MANAGEMENT, LLC",NJ,"Treasurers, Controllers, and Chief Financial Officers",Other Economic Sector,91062,Annually
Certified-Expired,H-1B,10/27/2011,CAMELOT INTEGRATED SOLUTIONS INC,TX,"Computer Software Engineers, Applications",IT,91187,Annually
Denied,H-1B,11/2/2011,RESEARCH IN MOTION CORPORATION (US),CA,"Sales Representatives, Electrical/Electronic",IT,91200,Annually
Certified,H-1B,11/10/2011,PAYPAL INC,CA,"Computer Software Engineers, Applications",Retail,91231,Annually
Certified,H-1B,11/9/2011,EBAY INC,CA,"Computer Software Engineers, Applications",Retail,91231,Annually
Certified-Expired,H-1B,10/24/2011,"LIBSYS, INC",IL,Computer Systems Analysts,IT,91333,Annually
Certified-Expired,H-1B,10/21/2011,"EINHORN YAFFEE PRESCOTT, AE",FL,Civil Engineers,Other Economic Sector,91458,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Applications",IT,91560,Annually
Certified,H-1B,12/27/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",WA,Network and Computer Systems Administrators,IT,91600,Annually
Denied,H-1B,10/26/2011,MONTESSORI OF FLORIDA,FL,"Treasurers, Controllers, and Chief Financial Officers",Educational Services,91624,Annually
Denied,H-1B,10/24/2011,AMERICAN BANKERS LIFE ASSURANCE COMPANY OF FLORIDA,GA,Actuaries,Finance,91666,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,91718,Annually
Certified-Expired,H-1B,10/24/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,91800,Annually
Denied,H-1B,10/21/2011,MANPOWER PROFESSIONAL SERVICES,GA,"Computer Software Engineers, Applications",Other Economic Sector,91936,Annually
Certified,Others,11/14/2011,"MARTINEZ MANAGEMENT, INC.",AZ,First-Line Supervisors/Managers of Food Preparation and Serving Workers,Hospitality,91980,Annually
Certified,H-1B,11/22/2011,ROSEN SEYMOUR SHAPSS MARTIN & CO.LLP,NY,Accountants and Auditors,Finance,92000,Annually
Denied,H-1B,11/1/2011,ITECH US INC.,VT,"Computer Software Engineers, Applications",IT,92000,Annually
Certified-Expired,H-1B,10/13/2011,WASHINGTON UNIVERSITY IN ST. LOUIS,MO,"Computer Science Teachers, Postsecondary",Educational Services,92204,Annually
Certified,H-1B,11/18/2011,"AUTOMATIC DATA PROCESSING, INC.",GA,"Computer Software Engineers, Applications",IT,92250,Annually
Certified-Expired,Others,10/21/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,92290,Annually
Denied,H-1B,10/28/2011,BROADCOM CORPORATION,CA,"Electronics Engineers, Except Computer",Advanced Mfg,92331,Annually
Certified-Expired,H-1B,10/18/2011,"KEYNOTE SYSTEMS, INC.",CA,"Computer Software Engineers, Systems Software",IT,92372.8,Annually
Certified-Expired,H-1B,10/27/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,92394,Annually
Certified,H-1B,12/22/2011,"HP ENTERPRISE SERVICES, LLC",MI,Computer Systems Analysts,IT,92435,Annually
Certified-Expired,H-1B,10/27/2011,"ICONMA, LLC",MI,Computer Systems Analysts,IT,92435,Annually
Withdrawn,L-1,10/13/2011,TEXAS INSTRUMENTS INCORPORATED,TX,"Electronics Engineers, Except Computer",Advanced Mfg,92539,Annually
Certified-Expired,H-1B,10/24/2011,"HP ENTERPRISE SERVICES, LLC",CA,Computer Systems Analysts,IT,92830,Annually
Denied,H-1B,10/25/2011,ACNOVATE CORPORATION,CA,Computer Systems Analysts,IT,92830,Annually
Certified-Expired,H-1B,10/24/2011,PROGRESSIVE CASUALTY INSURANCE COMPANY,OH,"Computer Software Engineers, Applications",Finance,93101,Annually
Certified-Expired,H-1B,10/25/2011,"AGILESOFT, INC.",GA,"Computer Software Engineers, Applications",IT,93163,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,93250,Annually
Denied,H-1B,10/4/2011,RIVERCREST SOLUTIONS LLC,TX,"Computer Software Engineers, Applications",IT,93558,Annually
Certified,Others,12/6/2011,ROYAL 4 SYSTEMS,CA,"Computer Software Engineers, Applications",IT,94000,Annually
Certified,H-1B,12/29/2011,"INFINITE CONVERGENCE SOLUTIONS, INC",MA,"Computer Software Engineers, Systems Software",Advanced Mfg,94000,Annually
Certified,H-1B,12/29/2011,"INFINITE CONVERGENCE SOLUTIONS, INC",MA,"Computer Software Engineers, Systems Software",Advanced Mfg,94000,Annually
Certified-Expired,H-1B,10/27/2011,"BYTEWARE, INC.",GA,Engineering Managers,IT,94000,Annually
Certified,H-1B,11/4/2011,V2SOFT INC,MI,"Computer Software Engineers, Systems Software",IT,94000,Annually
Certified-Expired,H-1B,10/21/2011,DELOITTE CONSULTING LLP,NY,"Computer Software Engineers, Systems Software",Other Economic Sector,94400,Annually
Certified,H-1B,12/13/2011,AMERICAN FAMILY MUTUAL INSURANCE COMPANY,WI,"Computer Software Engineers, Applications",Finance,94515,Annually
Certified,H-1B,11/28/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",GA,Network and Computer Systems Administrators,IT,94572,Annually
Certified,H-1B,11/22/2011,"SIEMENS INDUSTRY, INC.",TX,Engineering Managers,Aerospace,94578,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,CA,"Computer Software Engineers, Systems Software",IT,94760,Annually
Certified,H-1B,12/20/2011,UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,CA,"Geoscientists, Except Hydrologists and Geographers",Educational Services,94806,Annually
Denied,Others,12/7/2011,PREZIOSO BROS BAKERY,NY,Bakers,Advanced Mfg,94958.4,Annually
Denied,H-1B,10/6/2011,NEWELL CHIROPRACTIC INC DBA DISCOVER CHIROPRACTIC,AL,Chiropractors,Health Care,95000,Annually
Certified,H-1B,12/14/2011,MXENERGY INC.,TX,Computer Systems Analysts,Energy,95000,Annually
Certified,Others,12/12/2011,ROLLS-ROYCE COMMERCIAL MARINE,CA,Marine Engineers,Advanced Mfg,95000,Annually
Certified-Expired,H-1B,10/28/2011,UBS SERVICES LLC,NJ,"Computer Software Engineers, Applications",Finance,95000,Annually
Certified-Expired,H-1B,10/21/2011,GETCO LLC,IL,"Computer Software Engineers, Systems Software",Finance,95000,Annually
Certified,H-1B,12/21/2011,LG&P IN-STORE AGENCY,NJ,Art Directors,Other Economic Sector,95000,Annually
Certified-Expired,H-1B,10/31/2011,PATERSON CHARTER SCHOOL FOR SCIENCE AND TECHNOLOGY,NJ,"Education Administrators, Elementary and Secondary School",Educational Services,95037,Annually
Withdrawn,H-1B,11/4/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/20/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,Others,10/24/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/26/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Applications",IT,95160,Annually
Certified,Others,12/16/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,TX,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/28/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/28/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/28/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Denied,H-1B,10/25/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,Others,10/21/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,95160,Annually
Certified-Expired,H-1B,10/24/2011,CGI TECHNOLOGIES AND SOLUTIONS INC.,VA,Computer Programmers,IT,95306,Annually
Certified-Expired,H-1B,10/4/2011,3CORE SYSTEMS INC,IL,Computer and Information Systems Managers,IT,95306,Annually
Denied,F-1,10/13/2011,3CORE SYSTEMS INC,IL,Computer and Information Systems Managers,IT,95306,Annually
Certified-Expired,H-1B,10/11/2011,3CORE SYSTEMS INC,IL,Computer and Information Systems Managers,IT,95306,Annually
Denied,H-1B,10/5/2011,"BROCADE COMMUNICATIONS SYSTEMS, INC.",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,95327,Annually
Certified,H-1B,11/25/2011,"ARUBA NETWORKS, INC.",CA,"Computer Software Engineers, Systems Software",IT,95327,Annually
Certified,H-1B,11/25/2011,"ARUBA NETWORKS, INC.",CA,"Computer Software Engineers, Systems Software",IT,95327,Annually
Certified,H-1B,12/16/2011,"SABER SOFTWARE, INC., D/B/A SABER GOVERNMENT SOLUT",OH,Computer Systems Analysts,IT,95805,Annually
Certified,F-1,12/12/2011,"DMX ENTERPRISE, INC",IL,Automotive Service Technicians and Mechanics,Transportation,95922,Annually
Denied,L-1,10/28/2011,ABBOTT LABORATORIES,IL,Biomedical Engineers,Advanced Mfg,96000,Annually
Certified-Expired,H-1B,10/26/2011,SIEMENS INDUSTRY INC.,PA,"Computer Software Engineers, Systems Software",Aerospace,96034,Annually
Certified-Expired,H-1B,10/26/2011,PRIDE MOBILITY PRODUCTS CORP.,PA,Management Analysts,Advanced Mfg,96075,Annually
Certified,Others,12/1/2011,EBENEZER MISSION CHURCH,NY,File Clerks,Other Economic Sector,96097.2,Annually
Denied,H-1B,10/27/2011,"USMLEWORLD, LLC",MD,"Computer Software Engineers, Applications",IT,96117,Annually
Certified,L-1,11/17/2011,HEWLETT-PACKARD COMPANY,TX,"Computer Software Engineers, Applications",Advanced Mfg,96512,Annually
Denied,H-1B,10/17/2011,"OBJECTWIN TECHNOLOGY, INC.",TX,Computer Systems Analysts,IT,96512,Annually
Certified-Expired,L-1,10/25/2011,"HP ENTERPRISE SERVICES, LLC",MA,Accountants,IT,96616,Annually
Certified,H-1B,12/22/2011,"MARLABS, INC",NJ,Database Administrators,IT,96658,Annually
Certified,H-1B,12/7/2011,"QUALCOMM, INC.",CA,Marketing Managers,Advanced Mfg,96741,Annually
Denied,H-1B,12/23/2011,ROHM AND HAAS ELECTRONIC MATERIALS LLC,MA,Materials Scientists,Advanced Mfg,96780,Annually
Certified,H-1B,12/22/2011,DELL MARKETING LP,TX,General and Operations Managers,Advanced Mfg,96782,Annually
Certified-Expired,H-1B,10/5/2011,"AUTOMATIC DATA PROCESSING, INC.",CA,"Computer Software Engineers, Applications",IT,96900,Annually
Certified,H-1B,11/23/2011,CAMELOT INTEGRATED SOLUTIONS INC,TX,"Computer Software Engineers, Systems Software",IT,96949,Annually
Certified-Expired,H-1B,10/7/2011,"AUTOMATIC DATA PROCESSING, INC.",NJ,"Computer Software Engineers, Applications",IT,97043,Annually
Certified-Expired,H-1B,10/21/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,97200,Annually
Certified-Expired,H-1B,10/14/2011,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",NY,"Computer Software Engineers, Applications",Finance,97261,Annually
Denied,H-1B,10/20/2011,ELITE PHARMACY MANAGMENT LTD,MI,Pharmacists,Retail,97261,Annually
Certified,H-1B,11/7/2011,DAWN TECHNOLOGIES CORPORATION,MI,"Computer Software Engineers, Applications",IT,97490,Annually
Denied,H-1B,10/25/2011,"SPORTS CLOUB MANAGEMENT, LLC",VA,General and Operations Managers,Educational Services,97500,Annually
Certified,H-1B,12/12/2011,UNITED TECHNOLOGIES CORP,CT,Compensation and Benefits Managers,Other Economic Sector,97635,Annually
Certified-Expired,H-1B,10/5/2011,"QUALCOMM GLOBAL SERVICES, INC.",CA,"Electronics Engineers, Except Computer",Advanced Mfg,97760,Annually
Denied,H-1B,10/25/2011,"FSV PAYMENT SYSTEMS, INC.",FL,"Computer Software Engineers, Applications",Aerospace,97802,Annually
Certified,H-1B,12/21/2011,"AUTOMATIC DATA PROCESSING, INC.",TX,"Computer Software Engineers, Applications",IT,97848,Annually
Certified-Expired,H-1B,10/27/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,97875,Annually
Certified,H-1B,11/15/2011,BLOOMBERG L.P.,NY,Computer and Information Systems Managers,Other Economic Sector,98000,Annually
Certified,H-1B,12/9/2011,SYSTEM SOFT TECHNOLOGIES LLC,FL,Computer and Information Systems Managers,IT,98051,Annually
Certified,H-1B,11/16/2011,MICROSOFT CORPORATION,CO,"Computer Software Engineers, Applications",IT,98111,Annually
Denied,H-1B,10/28/2011,"VIMALRAJ, INC",NC,"Computer Software Engineers, Applications",IT,98322,Annually
Denied,H-1B,10/24/2011,COMPROBASE INC,VA,"Computer Software Engineers, Applications",IT,98405,Annually
Certified-Expired,H-1B,10/13/2011,"SONICWALL, INC.",CA,"Computer Software Engineers, Systems Software",IT,98462,Annually
Denied,H-1B,10/25/2011,SKYFIRE LABS INC,CA,"Computer Software Engineers, Applications",IT,98550,Annually
Denied,H-1B,10/24/2011,SKYFIRE LABS INC,CA,"Computer Software Engineers, Applications",IT,98550,Annually
Certified-Expired,Others,10/25/2011,MICROSOFT CORPORATION,WA,Computer Systems Analysts,IT,98878,Annually
Certified,H-1B,12/5/2011,PTC,OH,Computer Systems Analysts,IT,99000,Annually
Certified-Expired,L-1,10/21/2011,MICROSOFT CORPORATION,WA,"Computer Software Engineers, Systems Software",IT,99000,Annually
Certified,H-1B,12/9/2011,SMARTSOFT INTERNATIONAL INC,GA,Computer Systems Analysts,IT,99000,Annually
Certified,H-1B,11/7/2011,SARA COMPUTERS INC.,NY,Network and Computer Systems Administrators,IT,99299,Annually
Denied,H-1B,10/25/2011,MICROSOFT CORPORATION,WA,"Computer Specialists, All Other",IT,99425,Annually
Denied,Others,10/18/2011,SUPER CLEANING BONTRAGER INC.,MA,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Other Economic Sector,99513.6,Annually
Certified-Expired,H-1B,10/21/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",GA,Electrical Engineers,IT,99590,Annually
Certified-Expired,H-1B,10/25/2011,"ADS ALLIANCE DATA SYSTEMS, INC.",MA,"Computer Software Engineers, Applications",Other Economic Sector,99600,Annually
Certified,H-1B,11/18/2011,CREDIT ONE BANK,NV,Database Administrators,Finance,100000,Annually
Certified,H-1B,12/21/2011,DELL MARKETING LP,TX,Marketing Managers,Advanced Mfg,100000,Annually
Certified-Expired,H-1B,10/20/2011,EASTBANC TECHNOLOGIES,DC,"Computer Software Engineers, Applications",IT,100000,Annually
Denied,H-1B,10/24/2011,"AKAMAI TECHNOLOGIES, INC.",HI,Computer Systems Analysts,IT,100000,Annually
Denied,H-1B,10/28/2011,APPS ASSOCIATES,MA,"Computer Software Engineers, Applications",IT,100000,Annually
Certified-Expired,H-1B,10/25/2011,"ITA FINANCIAL SERVICES, LLC",FL,Personal Financial Advisors,Finance,100000,Annually
Certified,H-1B,12/13/2011,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",CA,Network Systems and Data Communications Analysts,IT,100000,Annually
Denied,H-1B,12/16/2011,"TELLABS OPERATIONS, INC",CA,"Computer Software Engineers, Systems Software",Advanced Mfg,100109,Annually
Denied,H-1B,11/9/2011,I4DM,MD,Computer Systems Analysts,IT,100200,Annually
Certified,H-1B,12/13/2011,"CELCITE MANAGEMENT SOLUTIONS, LLC",VA,"Electronics Engineers, Except Computer",Aerospace,100320,Annually
Certified,H-1B,12/9/2011,HEWLETT-PACKARD COMPANY,CA,Accountants,Advanced Mfg,100339.2,Annually
Certified-Expired,H-1B,10/25/2011,"INTERVOICE, INC.",TX,Computer Systems Analysts,IT,100672,Annually
Denied,H-1B,10/12/2011,PAYPAL INC,CA,"Computer Software Engineers, Applications",Retail,100693,Annually
Denied,H-1B,10/25/2011,GOOGLE INC.,CA,"Computer Software Engineers, Applications",IT,101000,Annually
Certified-Expired,H-1B,10/20/2011,KRONOS INCORPORATE,MA,Industrial Engineers,IT,101000,Annually
Denied,Others,10/18/2011,ALBIAN CONSULTING CORP,NY,Travel Agents,Hospitality,101002.8,Annually
Withdrawn,H-1B,11/23/2011,U.S. TECH SOLUTIONS INC,NJ,"Computer Software Engineers, Applications",IT,101088,Annually
Certified-Expired,H-1B,10/27/2011,TERRA INFOTECH INC,NJ,"Computer Software Engineers, Applications",IT,101090,Annually
Certified-Expired,H-1B,10/24/2011,U.S. TECH SOLUTIONS INC,NJ,"Computer Software Engineers, Applications",IT,101100,Annually
Certified-Expired,Others,10/27/2011,COLUMBIA COLLEGE,VA,"Treasurers, Controllers, and Chief Financial Officers",Educational Services,101171,Annually
Certified-Expired,Others,10/20/2011,SIVAKUMAR THALAMUTHU,FL,"Cooks, Private Household",Other Economic Sector,101178,Annually
Certified-Expired,H-1B,10/7/2011,GAP INC.,CA,"Computer Software Engineers, Applications",Advanced Mfg,101254,Annually
Certified,H-1B,11/3/2011,INTEL CORPORATION,OR,Industrial Engineers,Advanced Mfg,101300,Annually
Certified-Expired,H-1B,10/25/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,Engineering Managers,Advanced Mfg,101462,Annually
Certified-Expired,H-1B,11/1/2011,"FREESCALE SEMICONDUCTOR, INC.",AZ,Engineering Managers,Advanced Mfg,101462,Annually
Denied,Others,12/13/2011,"CHINESE TODAY, INC. (DBA) LEE KAN'S ASIAN GRILL",TN,"Cooks, Restaurant",Hospitality,101878.8,Annually
Denied,H-1B,11/2/2011,PROGEON LIMITED,CA,Management Analysts,IT,102000,Annually
